20190211,527831677,,F7TV
20190211,527937367,AT73,RND
20190211,527937367,AT73,CCB
20190211,527937367,AT73,CCB
20190211,527963695,B190,F7TV
20190211,527963695,B190,F4TN
20190211,527816958,,MCK
20190211,527957910,B738,APEX1
20190211,527957910,B738,APEX2
20190211,527957910,B738,APEX4
20190211,527957910,B738,APEX8
20190211,527957910,B738,APEX9
20190211,527957910,B738,APEX1
20190211,527957910,B738,APEX2
20190211,527957910,B738,APEX4
20190211,527957910,B738,APEX8
20190211,527957910,B738,APEX9
20190211,527957910,B738,APEX1
20190211,527957910,B738,APEX2
20190211,527957910,B738,APEX4
20190211,527957910,B738,APEX8
20190211,527957910,B738,APEX9
20190211,527958214,C185,CUT
20190211,527958214,C185,CUT
20190211,527958214,C185,CUT
20190211,527958214,C185,CUT
20190211,527958214,C185,CUT
20190211,527958214,C185,CUT
20190211,527958214,C185,CUT
20190211,527958214,C185,CUT
20190211,527884430,B77W,F1TN
20190211,527884430,B77W,FTGH
20190211,527830696,PA31,COLA
20190211,527830696,PA31,COLA
20190211,527830696,PA31,COLA
20190211,527830696,PA31,COLA
20190211,527830696,PA31,COLA
20190211,527830696,PA31,COLA
20190211,527839926,B737,APEX1
20190211,527839926,B737,APEX2
20190211,527839926,B737,APEX4
20190211,527839926,B737,APEX8
20190211,527839926,B737,APEX9
20190211,527839926,B737,APEX1
20190211,527839926,B737,APEX2
20190211,527839926,B737,APEX4
20190211,527839926,B737,APEX8
20190211,527839926,B737,APEX9
20190211,527839926,B737,APEX1
20190211,527839926,B737,APEX2
20190211,527839926,B737,APEX4
20190211,527839926,B737,APEX8
20190211,527839926,B737,APEX9
20190211,527839926,B737,APEX1
20190211,527839926,B737,APEX2
20190211,527839926,B737,APEX4
20190211,527839926,B737,APEX8
20190211,527839926,B737,APEX9
20190211,527909748,B739,APEX1
20190211,527909748,B739,APEX2
20190211,527909748,B739,APEX4
20190211,527909748,B739,APEX8
20190211,527909748,B739,APEX9
20190211,527909748,B739,APEX1
20190211,527909748,B739,APEX2
20190211,527909748,B739,APEX4
20190211,527909748,B739,APEX8
20190211,527909748,B739,APEX9
20190211,527909748,B739,APEX1
20190211,527909748,B739,APEX2
20190211,527909748,B739,APEX4
20190211,527909748,B739,APEX8
20190211,527909748,B739,APEX9
20190211,527972677,,UAF01
20190211,527972677,,FAPT
20190211,527972677,,UAF01
20190211,527972677,,FAPT
20190211,527972677,,UAF01
20190211,527972677,,FAPT
20190211,527972677,,UAF01
20190211,527972677,,FAPT
20190211,527972677,,FAPT
20190211,527972677,,UAF01
20190211,527972677,,FAPT
20190211,527972677,,UAF01
20190211,527972677,,FAPT
20190211,527972677,,UAF01
20190211,527972677,,FAPT
20190211,527972677,,UAF01
20190211,527972677,,FAPT
20190211,527972677,,UAF01
20190211,527972677,,FAPT
20190211,527972677,,UAF01
20190211,527972677,,FAPT
20190211,527972677,,UAF01
20190211,527972677,,FAPT
20190211,527972677,,UAF01
20190211,527972677,,FAPT
