20190211,527831677,1549856548,41000,430,F7TV,
20190211,527937367,1549911090,15675,274,RND,AT73
20190211,527937367,1549911090,15675,274,1153,AT73
20190211,527937367,1549911090,15675,274,1154,AT73
20190211,527937367,1549911090,15675,274,1155,AT73
20190211,527937367,1549911090,15675,274,1156,AT73
20190211,527937367,1549911128,15675,275,1159,AT73
20190211,527937367,1549911128,15675,275,1160,AT73
20190211,527937367,1549911128,15675,275,1161,AT73
20190211,527937367,1549911163,15700,274,1166,AT73
20190211,527937367,1549911163,15700,274,1167,AT73
20190211,527937367,1549911163,15700,274,1168,AT73
20190211,527937367,1549911192,15700,274,1169,AT73
20190211,527937367,1549911192,15700,274,1170,AT73
20190211,527937367,1549911192,15700,274,1171,AT73
20190211,527937367,1549911192,15700,274,1172,AT73
20190211,527937367,1549911192,15700,274,1173,AT73
20190211,527937367,1549911228,15700,274,1175,AT73
20190211,527937367,1549911228,15700,274,1176,AT73
20190211,527937367,1549911228,15700,274,1177,AT73
20190211,527937367,1549911228,15700,274,1178,AT73
20190211,527937367,1549911258,15675,275,1180,AT73
20190211,527937367,1549911258,15675,275,1181,AT73
20190211,527937367,1549911258,15675,275,1182,AT73
20190211,527937367,1549912188,4900,235,CCB,AT73
20190211,527937367,1549912198,4900,239,CCB,AT73
20190211,527963695,1549921530,15200,335,F7TV,B190
20190211,527963695,1549921737,10300,291,F4TN,B190
20190211,527816958,1549846214,15000,200,1204,
20190211,527816958,1549846214,15000,200,1205,
20190211,527816958,1549846214,15000,200,1206,
20190211,527816958,1549846270,15000,200,MCK,
20190211,527816958,1549846270,15000,200,1200,
20190211,527816958,1549846874,15000,200,1121,
20190211,527816958,1549846874,15000,200,1122,
20190211,527816958,1549846874,15000,200,1123,
20190211,527816958,1549846932,15000,200,1115,
20190211,527816958,1549846932,15000,200,1116,
20190211,527816958,1549846932,15000,200,1117,
20190211,527816958,1549846932,15000,200,1118,
20190211,527957910,1549918682,10950,281,APEX1,B738
20190211,527957910,1549918682,10950,281,APEX2,B738
20190211,527957910,1549918682,10950,281,APEX4,B738
20190211,527957910,1549918682,10950,281,APEX8,B738
20190211,527957910,1549918682,10950,281,APEX9,B738
20190211,527957910,1549918688,11275,284,APEX1,B738
20190211,527957910,1549918688,11275,284,APEX2,B738
20190211,527957910,1549918688,11275,284,APEX4,B738
20190211,527957910,1549918688,11275,284,APEX8,B738
20190211,527957910,1549918688,11275,284,APEX9,B738
20190211,527957910,1549918695,11600,288,APEX1,B738
20190211,527957910,1549918695,11600,288,APEX2,B738
20190211,527957910,1549918695,11600,288,APEX4,B738
20190211,527957910,1549918695,11600,288,APEX8,B738
20190211,527957910,1549918695,11600,288,APEX9,B738
20190211,527957910,1549919583,37000,422,1109,B738
20190211,527957910,1549919583,37000,422,1110,B738
