1001,12,14.826146130259543
1001,34,13.685996970096419
1001,93,14.356779232815487
1001,139,13.97053117831599
1001,164,12.165857205565427
1001,185,12.333801171836217
1001,208,11.899428835473003
1001,218,9.571461896456482
1002,98,12.733341246799233
1002,130,9.579422129262827
1002,154,9.820415846467805
1002,170,6.690220647507385
1002,174,5.4144523841717564
1002,182,8.90184869723056
1002,204,10.570646672786761
1002,220,9.044504814171196
1002,224,10.013090694390243
1005,8,8.072901752975763
1005,35,7.909699216542699
1005,54,7.824967475049527
1005,68,8.006223185111796
1005,76,6.104815070699411
1005,96,14.415814078541969
1005,109,10.48335653965417
1005,146,8.653671310353426
1005,193,10.081823080525208
1005,214,8.184840482204812
1006,64,10.75550370820478
1006,100,14.76224104584427
1006,158,10.689131166203289
1006,171,10.571279199113102
1006,200,11.320949425562732
1006,224,5.997442934256966
1006,237,7.723312321878577
1007,26,12.993204736138996
1007,41,9.047862246526092
1007,52,10.571049168479028
1007,78,9.967028017034439
1007,89,8.397418800178595
1007,105,16.276219802306326
1007,131,12.722579979459752
1007,157,11.841228043810474
1007,210,14.873896349315672
