20190315,533770152,1033,1552685294.9018922,121.26546280036669,168.89210958084857,8362.396019235752,[80.91797547852751 162.17463903574162],[1.21205549   1.944694   296.77908596   0.31645914],__,-1.919999999999959,330.148,
20190315,533770152,1034,1552685279.928339,114.06204193172027,76.86789838608391,2208.227985941779,[112.77979233834854 226.31967656432084 169.63381743792445],[1.78668046   5.07419212 379.23835625   1.26345021],__,-1.92999999999995,330.14200000000005,
20190315,533770152,1035,1552685268.3720367,115.83677759430374,73.5243945528552,1334.725848439104,[95.48754418536065 112.52848036081646 128.53654431876592 149.1693791268013 169.99332533807092 228.6170248553927 242.52776563343176 203.4625260762678],[ 0.27105999  1.23532221 74.09786083  0.38403813],__,-1.3599999999999568,330.48400000000004,
20190315,533770152,1036,1552685253.096859,119.07136196363545,90.89793921590837,2033.971321251166,[105.97817600948655 212.53386179114935 160.06610312890845],[0.84202984   2.42565484 159.74006843   0.52432737],__,-1.3599999999999568,330.48400000000004,
20190315,533770152,1037,1552685240.8237827,120.78956253064756,177.88289687298845,8487.827077026468,[78.92394452154504 111.06685616641212 158.8698214200105 44.74206432521215],[1.61491622   3.60982789 516.72044481   0.53177322],__,-1.9499999999999886,330.13,
20190315,533770152,1038,1552685229.1659856,115.65167811753938,71.41622025737898,1275.5893552357184,[112.54353944182492 131.873705942231 150.2829800984557 169.21497266186515 229.97132128963122 189.43290705682122],[ 0.44143077  1.3137942  81.36644632  0.37886158],__,-2.419999999999959,329.848,
20190315,533770152,1039,1552685217.1612349,116.39219775182194,73.03192682615888,1254.9048683643114,[111.36122143960395 226.4193646293781],[ 0.3886736   1.33874079 85.86849939  0.38611339],__,-1.9599999999999795,330.124,
20190315,533770152,1040,1552685206.8967414,115.38932839155497,70.00402873948686,1499.0433429678326,[113.23850100276786 169.82607935209057 151.43065728654568 226.51503541297586],[ 0.31318428  1.05637086 80.87105995  0.40123682],__,-2.819999999999993,329.608,
20190315,533770152,1051,1552685076.8392026,114.98591878907921,82.65660361508431,2208.577901446518,[110.74124335281617 148.1469004712453 165.94748320509214 199.3582923126139 220.06768060421402 237.781985818873],[0.47765696   1.51517253 123.00312079   0.45361417],__,-2.509999999999991,329.79400000000004,
20190315,533770152,1052,1552685066.3789783,115.55288932791082,80.79695291217645,1738.7204270827451,[110.60949955951769 148.91418986631192 167.72526424184494 183.34618646606307 201.34147091161572 223.5246756101297 243.09497275962235 91.74149008117188 73.14532657202713],[0.53226225   1.69034141 115.82575803   0.41677661],__,-1.4699999999999704,330.418,
