20190301,,,,143.3203645421028,59.797094664471196,2444.162317192875,[ 62.07 82.68 102.17 124.34 144.55 165.7 186.52 207.24 248.55],[ 0.26439063 33.33282628 0.16529225 0.10661956 0.12779165 0.14843747 0.09229555 0.16828927 0.1180961 0.1164237 0.18229043 0.17716485],
20190301,,,,138.10457687998738,59.63468145106194,2418.29959946086,[ 62.21 82.97 103.59 124.4 144.46 165.78 186.6 207.04 248.65],[ 0.24906221 32.41725019 0.16374941 0.10334546 0.12028727 0.14422798 0.08756795 0.16640531 0.11250379 0.11077857 0.17805291 0.16740167],
20190301,,,,131.90624195092005,59.56442727487496,2407.217717059589,[ 62.27 82.87 104.43 124.47 144.4 165.89 186.67 207.69 248.81],[ 0.26383446 32.86205996 0.165462  0.10395868 0.12450845 0.14083162 0.09231676 0.17146271 0.11837739 0.11637692 0.18540459 0.17377289],
20190301,,,,143.27593026937657,59.7215233862449,2436.6143592233475,[ 62.09 82.7 102.22 124.37 144.58 165.74 186.55 207.28 248.57],[ 0.26555172 33.19384976 0.16518318 0.10674759 0.12754416 0.14949792 0.09292635 0.16856079 0.11879543 0.1172294 0.18270272 0.17880629],
20190301,,,,138.07559750685786,59.60342711324442,2414.1571896107553,[ 62.22 82.98 103.58 124.42 144.46 165.8 186.63 207.07 248.67],[ 0.26145675 33.02355863 0.16524745 0.10404581 0.12127425 0.14862695 0.09161499 0.16869426 0.11755927 0.11598223 0.18151549 0.17636252],
20190301,,,,131.9947621796352,59.679162101817894,2419.4972560158503,[ 62.24 82.84 104.43 124.41 144.36 165.81 186.61 207.61 248.77],[ 0.24747402 32.27991324 0.16406124 0.10280214 0.12303057 0.13441822 0.08678275 0.16856428 0.11192056 0.10983161 0.18094912 0.16185497],
20190301,,,,143.31911674863298,59.81478312174418,2446.249844353697,[ 62.07 82.68 102.18 124.34 144.55 165.7 186.51 207.23 248.54],[ 0.26386195 33.33060508 0.16527653 0.10659677 0.12738289 0.14750077 0.09212045 0.16823272 0.1180025 0.11623745 0.18221075 0.17667487],
20190301,,,,138.1098962061074,59.62338335863388,2416.8573271354117,[ 62.21 82.97 103.6 124.4 144.44 165.78 186.6 207.04 248.65],[ 0.24802356 32.30715616 0.1634908 0.10332455 0.11993561 0.14365336 0.08733455 0.16563335 0.11233758 0.11058921 0.17794584 0.16721368],
20190301,,,,143.36931917712943,59.87007011047156,2452.2764263645854,[ 62.06 82.66 102.18 124.31 144.52 165.66 186.48 207.19 248.52],[ 0.25126479 32.83867326 0.16402241 0.10588436 0.12666009 0.14426384 0.08769027 0.16605605 0.11255096 0.11075951 0.17897324 0.16667546],
20190301,,,,155.43430572491997,56.91709923572561,1690.8305907821893,[ 61.93 82.43 102.5 124.02 144.11 165.25 186.06 207.83 248.31],[ 0.25406614 24.56559325 0.14319341 0.11361789 0.13804523 0.18233943 0.09226495 0.1606527 0.11839401 0.12284135 0.19762666 0.20747393],
