120.0,60.337582294439,1550177677.1981785,
119.55176294073519,80.59852320252936,1550177677.1981785,
124.57201800450113,96.10689772477137,1550177677.1981785,
119.91035258814705,120.11986472695254,1550177677.1981785,
127.35108777194299,132.12634822804313,1550177677.1981785,
117.93810952738184,163.89350249134532,1550177677.1981785,
120.0,181.152822524163,1550177677.1981785,
125.28919729932483,191.65849558761732,1550177677.1981785,
123.85483870967744,213.420246933344,1550177677.1981785,
130.21980495123782,221.67470434034374,1550177677.1981785,
