#Network | Station | Location | Channel | Latitude | Longitude | Elevation | Depth | Azimuth | Dip | SensorDescription | Scale | ScaleFreq | ScaleUnits | SampleRate | StartTime | EndTime

#DATACENTER=IRISPH5,http://ds.iris.edu
ZE|1199||DP1|63.741684|-148.893388|486.8|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1199||DP2|63.741684|-148.893388|486.8|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1199||DPZ|63.741684|-148.893388|486.8|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1200||DP1|63.750189|-148.899|477.7|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1200||DP2|63.750189|-148.899|477.7|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1200||DPZ|63.750189|-148.899|477.7|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1201||DP1|63.759115|-148.901894|445.8|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1201||DP2|63.759115|-148.901894|445.8|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1201||DPZ|63.759115|-148.901894|445.8|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1202||DP1|63.766817|-148.910597|455.3|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1202||DP2|63.766817|-148.910597|455.3|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1202||DPZ|63.766817|-148.910597|455.3|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1203||DP1|63.775689|-148.910739|438.9|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1203||DP2|63.775689|-148.910739|438.9|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1203||DPZ|63.775689|-148.910739|438.9|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1204||DP1|63.784095|-148.913211|443.0|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1204||DP2|63.784095|-148.913211|443.0|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1204||DPZ|63.784095|-148.913211|443.0|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1205||DP1|63.792526|-148.921068|463.3|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1205||DP2|63.792526|-148.921068|463.3|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1205||DPZ|63.792526|-148.921068|463.3|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1206||DP1|63.800635|-148.928572|480.5|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1206||DP2|63.800635|-148.928572|480.5|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1206||DPZ|63.800635|-148.928572|480.5|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1207||DP1|63.804335|-148.945445|505.1|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1207||DP2|63.804335|-148.945445|505.1|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1207||DPZ|63.804335|-148.945445|505.1|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1208||DP1|63.807857|-148.962058|533.3|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1208||DP2|63.807857|-148.962058|533.3|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1208||DPZ|63.807857|-148.962058|533.3|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1209||DP1|63.814693|-148.975645|520.9|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1209||DP2|63.814693|-148.975645|520.9|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1209||DPZ|63.814693|-148.975645|520.9|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1211||DP1|63.828531|-149.000737|536.7|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1211||DP2|63.828531|-149.000737|536.7|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1211||DPZ|63.828531|-149.000737|536.7|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1212||DP1|63.836897|-149.010507|537.3|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1212||DP2|63.836897|-149.010507|537.3|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1212||DPZ|63.836897|-149.010507|537.3|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1213||DP1|63.84568|-149.014536|538.6|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1213||DP2|63.84568|-149.014536|538.6|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1213||DPZ|63.84568|-149.014536|538.6|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1214||DP1|63.852804|-149.011674|510.2|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1214||DP2|63.852804|-149.011674|510.2|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1214||DPZ|63.852804|-149.011674|510.2|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1215||DP1|63.8624|-149.018005|456.4|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1215||DP2|63.8624|-149.018005|456.4|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1215||DPZ|63.8624|-149.018005|456.4|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1216||DP1|63.87147|-149.020315|456.1|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1216||DP2|63.87147|-149.020315|456.1|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1216||DPZ|63.87147|-149.020315|456.1|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1217||DP1|63.878865|-149.024133|438.8|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1217||DP2|63.878865|-149.024133|438.8|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1217||DPZ|63.878865|-149.024133|438.8|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1218||DP1|63.887276|-149.037099|433.4|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1218||DP2|63.887276|-149.037099|433.4|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1218||DPZ|63.887276|-149.037099|433.4|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1219||DP1|63.894582|-149.048372|419.4|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1219||DP2|63.894582|-149.048372|419.4|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1219||DPZ|63.894582|-149.048372|419.4|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1220||DP1|63.901385|-149.063137|451.8|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1220||DP2|63.901385|-149.063137|451.8|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1220||DPZ|63.901385|-149.063137|451.8|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1221||DP1|63.908846|-149.074142|418.3|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1221||DP2|63.908846|-149.074142|418.3|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1221||DPZ|63.908846|-149.074142|418.3|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1222||DP1|63.915724|-149.084819|416.1|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1222||DP2|63.915724|-149.084819|416.1|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1222||DPZ|63.915724|-149.084819|416.1|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1223||DP1|63.923932|-149.091033|418.8|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1223||DP2|63.923932|-149.091033|418.8|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1223||DPZ|63.923932|-149.091033|418.8|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1224||DP1|63.931988|-149.098574|415.9|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1224||DP2|63.931988|-149.098574|415.9|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1224||DPZ|63.931988|-149.098574|415.9|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1225||DP1|63.938813|-149.112822|431.6|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1225||DP2|63.938813|-149.112822|431.6|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1225||DPZ|63.938813|-149.112822|431.6|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1226||DP1|63.947016|-149.118547|420.7|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1226||DP2|63.947016|-149.118547|420.7|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1226||DPZ|63.947016|-149.118547|420.7|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1227||DP1|63.955506|-149.121503|412.0|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1227||DP2|63.955506|-149.121503|412.0|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1227||DPZ|63.955506|-149.121503|412.0|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1228||DP1|63.963936|-149.125224|413.0|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1228||DP2|63.963936|-149.125224|413.0|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1228||DPZ|63.963936|-149.125224|413.0|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1229||DP1|63.973911|-149.121363|405.5|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1229||DP2|63.973911|-149.121363|405.5|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1229||DPZ|63.973911|-149.121363|405.5|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1230||DP1|63.982154|-149.121513|363.8|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1230||DP2|63.982154|-149.121513|363.8|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1230||DPZ|63.982154|-149.121513|363.8|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1231||DP1|63.988996|-149.129765|335.8|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1231||DP2|63.988996|-149.129765|335.8|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1231||DPZ|63.988996|-149.129765|335.8|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1232||DP1|63.997762|-149.135315|335.2|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1232||DP2|63.997762|-149.135315|335.2|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1232||DPZ|63.997762|-149.135315|335.2|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1233||DP1|64.005705|-149.13754|333.8|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1233||DP2|64.005705|-149.13754|333.8|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1233||DPZ|64.005705|-149.13754|333.8|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1234||DP1|64.01491|-149.142881|318.2|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1234||DP2|64.01491|-149.142881|318.2|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1234||DPZ|64.01491|-149.142881|318.2|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1235||DP1|64.023862|-149.145721|321.3|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1235||DP2|64.023862|-149.145721|321.3|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1235||DPZ|64.023862|-149.145721|321.3|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1236||DP1|64.032746|-149.145261|322.3|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1236||DP2|64.032746|-149.145261|322.3|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1236||DPZ|64.032746|-149.145261|322.3|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1237||DP1|64.039357|-149.159064|349.4|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1237||DP2|64.039357|-149.159064|349.4|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1237||DPZ|64.039357|-149.159064|349.4|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1238||DP1|64.045587|-149.172118|349.3|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1238||DP2|64.045587|-149.172118|349.3|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1238||DPZ|64.045587|-149.172118|349.3|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1239||DP1|64.053572|-149.184093|340.6|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1239||DP2|64.053572|-149.184093|340.6|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1239||DPZ|64.053572|-149.184093|340.6|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1240||DP1|64.06171|-149.193686|334.7|0.0|0.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1240||DP2|64.06171|-149.193686|334.7|0.0|90.0|0.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
ZE|1240||DPZ|64.06171|-149.193686|334.7|0.0|0.0|90.0|Geo Space GS-30CT/FairfieldNodal ZLAND 3C|1.02964E9|40.0|M/S|500.0|2019-02-11T00:00:00|2019-03-26T23:59:59
