20190211,527831677,64.85488099969535,-149.85484819407637,1549856545.4631617,41000,430,F7TV,185,
20190211,527937367,64.65112299999431,-147.82324184572434,1549912205.4250314,4900,239,CCB,37,
20190211,527937367,63.409566999978374,-148.8932341862753,1549911083.2846477,15675,274,RND,14,
20190211,527937367,63.386178999933826,-148.907207200137,1549911101.9200318,15675,274,1153,14,
20190211,527937367,63.39337499991566,-148.90290678776668,1549911096.1324825,15675,274,1154,14,
20190211,527937367,63.40173099999816,-148.89791348081792,1549911089.4269915,15675,274,1155,14,
20190211,527937367,63.410156999976884,-148.89288186573162,1549911082.8221734,15675,274,1156,14,
20190211,527937367,63.436321999910824,-148.87725734535027,1549911138.3132143,15675,275,1159,15,
20190211,527937367,63.4430649998938,-148.87323073954363,1549911133.028027,15675,275,1160,15,
20190211,527937367,63.4508669999965,-148.86855803391362,1549911126.7432811,15675,275,1161,15,
20190211,527937367,63.4844539999117,-148.84816934253354,1549911166.3123205,15700,274,1166,14,
20190211,527937367,63.49228799998945,-148.84341916036865,1549911159.7723346,15700,274,1167,14,
20190211,527937367,63.50075099996808,-148.83829266544285,1549911153.2344353,15700,274,1168,14,
20190211,527937367,63.51036399994381,-148.8324695535769,1549911203.8082814,15700,274,1169,15,
20190211,527937367,63.51798999992456,-148.82785007463278,1549911197.9172223,15700,274,1170,15,
20190211,527937367,63.525860999999466,-148.82308146604026,1549911191.821472,15700,274,1171,15,
20190211,527937367,63.533734999979586,-148.81828489542957,1549911185.1593082,15700,274,1172,15,
20190211,527937367,63.542008999958696,-148.81324465854453,1549911178.1588347,15700,274,1173,15,
20190211,527937367,63.55533999992504,-148.805123870786,1549911238.8800085,15700,274,1175,15,
20190211,527937367,63.564458999902016,-148.79956888889637,1549911231.1649837,15700,274,1176,15,
20190211,527937367,63.57275699998849,-148.7945163791834,1549911224.4590704,15700,274,1177,15,
20190211,527937367,63.58145199996654,-148.78922416215454,1549911217.702889,15700,274,1178,15,
20190211,527937367,63.59856199992334,-148.77881015026682,1549911264.4084816,15675,275,1180,15,
20190211,527937367,63.60658599990308,-148.77392633779533,1549911258.1740406,15675,275,1181,15,
20190211,527937367,63.61483999997973,-148.76885879085373,1549911250.9758236,15675,275,1182,15,
20190211,527963695,64.84294199999893,-149.15162849994488,1549921743.631549,10300,291,F4TN,92,
20190211,527963695,64.84745699999996,-149.82536956523813,1549921527.5608597,15200,335,F7TV,88,
20190211,527816958,63.733889999911206,-148.94947300210603,1549846253.0911915,15000,200,MCK,197,
20190211,527816958,63.15185199988585,-149.39226954555784,1549846918.563055,15000,200,1115,197,
20190211,527816958,63.1591999998673,-149.38762943365745,1549846926.1301432,15000,200,1116,197,
20190211,527816958,63.16644099999611,-149.3828262391816,1549846933.7995963,15000,200,1117,197,
20190211,527816958,63.17554499997313,-149.3757145983701,1549846944.4311357,15000,200,1118,197,
20190211,527816958,63.20036099991047,-149.35632944037596,1549846857.4091382,15000,200,1121,205,
20190211,527816958,63.20770599989193,-149.3505918523091,1549846865.9854927,15000,200,1122,205,
20190211,527816958,63.216105999996124,-149.3439241135549,1549846875.8780174,15000,200,1123,205,
20190211,527816958,63.75515599998198,-148.9315758001339,1549846277.9881473,15000,200,1200,197,
20190211,527816958,63.78353499991033,-148.90952719475285,1549846197.7539902,15000,200,1204,204,
20190211,527816958,63.790008999893985,-148.90449732508736,1549846205.0001626,15000,200,1205,204,
20190211,527816958,63.79624599987824,-148.89965158874142,1549846211.9809072,15000,200,1206,204,
20190211,527957910,64.70025899998397,-148.34335236696705,1549918691.1219594,11275,284,APEX1,229,
20190211,527957910,64.70025899998397,-148.34335236696705,1549918691.1887562,11275,284,APEX2,229,
20190211,527957910,64.70025899998397,-148.34335236696705,1549918691.0856316,11275,284,APEX4,229,
20190211,527957910,64.70025899998397,-148.34335236696705,1549918691.3270369,11275,284,APEX8,229,
20190211,527957910,64.70025899998397,-148.34335236696705,1549918691.4582858,11275,284,APEX9,229,
20190211,527957910,63.10978299999848,-149.4493894736169,1549919583.333888,37000,422,1109,195,
20190211,527957910,63.117297999979506,-149.4446470925735,1549919587.49499,37000,422,1110,195,
20190211,527957910,63.12478199996061,-149.43992427424632,1549919591.6388505,37000,422,1111,195,
20190211,527829943,63.493881999995956,-148.85386779522452,1549854250.0278528,22375,384,1167,16,
20190211,527829943,63.582147999773106,-148.79589407068374,1549854324.471461,20625,372,1178,16,
20190211,527829943,63.58995699975339,-148.79076506500843,1549854319.733862,20625,372,1179,16,
20190211,527829943,63.59911999999657,-148.78474355081286,1549854314.1663585,20625,372,1180,16,
20190211,527829943,63.607141999976314,-148.77945581891638,1549854309.2491605,20625,372,1181,16,
20190211,527827761,63.24110199973257,-149.29067742826328,1549852762.3955588,35150,421,1127,197,
20190211,527827761,63.24799099971518,-149.2859743325259,1549852766.0628457,35150,421,1128,197,
20190211,527827761,63.26209499997358,-149.27625952250457,1549852773.7272956,35150,421,1130,197,
20190211,527958214,62.399218999988136,-150.2371993702053,1549922440.3507843,1100,119,CUT,157,
20190211,527958214,62.388048999991774,-150.2305295184009,1549922447.0865643,1000,120,1009,163,
20190211,527958214,62.394519999983665,-150.23423999999062,1549922460.5642653,1000,120,1010,163,
20190211,527958214,62.399218999988136,-150.2371993702053,1549922434.4740849,1100,119,1011,157,
20190211,527958214,62.40261899999142,-150.23951931764122,1549922427.0584607,1200,119,1012,151,
20190211,527958214,62.411768999984524,-150.24810900324724,1549922413.168589,1300,116,1013,147,
20190211,527958214,62.417468999992785,-150.25577859789198,1549922395.867194,1300,115,1014,145,
